Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/cod105.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          cod105
At line 2 ROWS
At line 1028 COLUMNS
At line 59399 RHS
At line 60424 BOUNDS
At line 61449 ENDATA
Problem cod105 has 1024 rows, 1024 columns and 57344 elements
Coin0008I cod105 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -18.2857 - 16.1239 seconds
Cgl0004I processed model has 1024 rows, 1024 columns (1024 integer (1024 of which binary)) and 57344 elements
Coin3009W Conflict graph built in 0.172 seconds, density: 9.444%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 694 integers unsatisfied sum - 18.2857
Cbc0038I Solution found of -0
Cbc0038I Before mini branch and bound, 330 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 694 columns - too large
Cbc0038I Mini branch and bound did not improve solution (20.02 seconds)
Cbc0038I Round again with cutoff of -2.72848
Cbc0038I Pass   1: suminf.    0.27152 (1) obj. -2.72848 iterations 3023
Cbc0038I Solution found of -3
Cbc0038I Rounding solution of -9 is better than previous of -3
Cbc0038I Before mini branch and bound, 329 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 695 columns - 2 fixed gives 912, 257 - still too large
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 912 rows 257 columns - too large
Cbc0038I Mini branch and bound did not improve solution (41.53 seconds)
Cbc0038I Round again with cutoff of -11.6571
Cbc0038I Pass   2: suminf.   11.65706 (83) obj. -11.6571 iterations 270
Cbc0038I Pass   3: suminf.    8.02039 (165) obj. -11.6571 iterations 1094
Cbc0038I Pass   4: suminf.    2.44826 (188) obj. -11.6571 iterations 1522
Cbc0038I Solution found of -12
Cbc0038I Before mini branch and bound, 234 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (44.75 seconds)
Cbc0038I Round again with cutoff of -14.5856
Cbc0038I Pass   5: suminf.   14.58564 (166) obj. -14.5856 iterations 723
Cbc0038I Pass   6: suminf.   14.58564 (214) obj. -14.5856 iterations 1053
Cbc0038I Pass   7: suminf.   14.58565 (172) obj. -14.5856 iterations 1594
Cbc0038I Pass   8: suminf.   14.91891 (183) obj. -14.9189 iterations 1310
Cbc0038I Pass   9: suminf.   14.58564 (164) obj. -14.5856 iterations 1666
Cbc0038I Pass  10: suminf.   14.60790 (173) obj. -14.6079 iterations 1369
Cbc0038I Pass  11: suminf.   15.14544 (194) obj. -15.1454 iterations 1571
Cbc0038I Pass  12: suminf.   14.99747 (187) obj. -14.9975 iterations 1723
Cbc0038I Pass  13: suminf.   15.22992 (200) obj. -15.2299 iterations 1554
Cbc0038I Pass  14: suminf.   14.84902 (181) obj. -14.849 iterations 1644
Cbc0038I Pass  15: suminf.   14.80463 (180) obj. -14.8046 iterations 1777
Cbc0038I Pass  16: suminf.   14.97305 (182) obj. -14.973 iterations 1624
Cbc0038I Pass  17: suminf.   14.96192 (179) obj. -14.9619 iterations 1590
Cbc0038I Pass  18: suminf.   14.87465 (180) obj. -14.8747 iterations 1441
Cbc0038I No solution found this major pass
Cbc0038I After 68.97 seconds - Feasibility pump exiting with objective of -12 - took 50.03 seconds
Cbc0012I Integer solution of -12 found by feasibility pump after 0 iterations and 0 nodes (68.97 seconds)
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 698 columns - 12 fixed gives 0, 0 - ok now
Cbc0013I At root node, 0 cuts changed objective from -18.285714 to -18.285714 in 1 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.321 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.259 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.111 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.111 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.023 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -12 best solution, best possible -18.285714 (532.44 seconds)
Cbc0010I After 12093 nodes, 1037 on tree, -12 best solution, best possible -16.136147 (9750.17 seconds)
Cbc0010I After 12095 nodes, 1038 on tree, -12 best solution, best possible -16.135869 (9753.61 seconds)
Cbc0010I After 12097 nodes, 1039 on tree, -12 best solution, best possible -16.135597 (9756.10 seconds)
Cbc0010I After 12099 nodes, 1040 on tree, -12 best solution, best possible -16.135518 (9758.62 seconds)
Cbc0010I After 12100 nodes, 1041 on tree, -12 best solution, best possible -16.135518 (9759.77 seconds)
Cbc0010I After 12101 nodes, 1040 on tree, -12 best solution, best possible -16.135511 (9761.56 seconds)
Cbc0010I After 12103 nodes, 1041 on tree, -12 best solution, best possible -16.135199 (9763.55 seconds)
Cbc0010I After 12105 nodes, 1042 on tree, -12 best solution, best possible -16.135182 (9766.44 seconds)
Cbc0010I After 12107 nodes, 1043 on tree, -12 best solution, best possible -16.135034 (9768.91 seconds)
Cbc0010I After 12109 nodes, 1044 on tree, -12 best solution, best possible -16.135019 (9770.99 seconds)
Cbc0010I After 12111 nodes, 1045 on tree, -12 best solution, best possible -16.134824 (9774.21 seconds)
Cbc0010I After 12113 nodes, 1046 on tree, -12 best solution, best possible -16.134558 (9776.83 seconds)
Cbc0010I After 12115 nodes, 1047 on tree, -12 best solution, best possible -16.134454 (9779.88 seconds)
Cbc0010I After 12117 nodes, 1048 on tree, -12 best solution, best possible -16.133965 (9782.12 seconds)
Cbc0010I After 12119 nodes, 1049 on tree, -12 best solution, best possible -16.133719 (9784.90 seconds)
Cbc0010I After 12121 nodes, 1050 on tree, -12 best solution, best possible -16.133629 (9787.67 seconds)
Cbc0010I After 12123 nodes, 1051 on tree, -12 best solution, best possible -16.133586 (9790.34 seconds)
Cbc0010I After 12125 nodes, 1052 on tree, -12 best solution, best possible -16.133489 (9792.70 seconds)
Cbc0010I After 12127 nodes, 1053 on tree, -12 best solution, best possible -16.133413 (9795.86 seconds)
Cbc0010I After 12129 nodes, 1054 on tree, -12 best solution, best possible -16.133393 (9798.17 seconds)
Cbc0010I After 12131 nodes, 1055 on tree, -12 best solution, best possible -16.133157 (9801.23 seconds)
Cbc0010I After 12133 nodes, 1056 on tree, -12 best solution, best possible -16.132905 (9804.30 seconds)
Cbc0010I After 12135 nodes, 1057 on tree, -12 best solution, best possible -16.132766 (9806.79 seconds)
Cbc0010I After 12137 nodes, 1058 on tree, -12 best solution, best possible -16.13263 (9808.76 seconds)
Cbc0010I After 12139 nodes, 1059 on tree, -12 best solution, best possible -16.132544 (9811.13 seconds)
Cbc0010I After 12141 nodes, 1060 on tree, -12 best solution, best possible -16.132517 (9813.66 seconds)
Cbc0010I After 12143 nodes, 1061 on tree, -12 best solution, best possible -16.132196 (9816.80 seconds)
Cbc0010I After 12145 nodes, 1062 on tree, -12 best solution, best possible -16.131979 (9819.21 seconds)
Cbc0010I After 12147 nodes, 1063 on tree, -12 best solution, best possible -16.131914 (9821.76 seconds)
Cbc0010I After 12149 nodes, 1064 on tree, -12 best solution, best possible -16.131866 (9824.50 seconds)
Cbc0010I After 12151 nodes, 1065 on tree, -12 best solution, best possible -16.131477 (9826.68 seconds)
Cbc0010I After 12153 nodes, 1066 on tree, -12 best solution, best possible -16.131183 (9828.74 seconds)
Cbc0010I After 12155 nodes, 1067 on tree, -12 best solution, best possible -16.130988 (9830.71 seconds)
Cbc0010I After 12157 nodes, 1068 on tree, -12 best solution, best possible -16.130944 (9833.00 seconds)
Cbc0010I After 12159 nodes, 1069 on tree, -12 best solution, best possible -16.130759 (9835.49 seconds)
Cbc0010I After 12161 nodes, 1070 on tree, -12 best solution, best possible -16.130611 (9838.51 seconds)
Cbc0010I After 12163 nodes, 1071 on tree, -12 best solution, best possible -16.130594 (9841.77 seconds)
Cbc0010I After 12165 nodes, 1072 on tree, -12 best solution, best possible -16.130403 (9844.20 seconds)
Cbc0010I After 12167 nodes, 1073 on tree, -12 best solution, best possible -16.130388 (9846.58 seconds)
Cbc0010I After 12169 nodes, 1074 on tree, -12 best solution, best possible -16.130299 (9849.59 seconds)
Cbc0010I After 12171 nodes, 1075 on tree, -12 best solution, best possible -16.130059 (9852.26 seconds)
Cbc0010I After 12173 nodes, 1076 on tree, -12 best solution, best possible -16.129954 (9854.88 seconds)
Cbc0010I After 12175 nodes, 1077 on tree, -12 best solution, best possible -16.129875 (9857.95 seconds)
Cbc0010I After 12177 nodes, 1078 on tree, -12 best solution, best possible -16.129875 (9860.70 seconds)
Cbc0010I After 12178 nodes, 1079 on tree, -12 best solution, best possible -16.129875 (9861.46 seconds)
Cbc0010I After 12179 nodes, 1079 on tree, -12 best solution, best possible -16.129856 (9863.83 seconds)
Cbc0010I After 12181 nodes, 1080 on tree, -12 best solution, best possible -16.12985 (9865.93 seconds)
Cbc0010I After 12183 nodes, 1081 on tree, -12 best solution, best possible -16.129754 (9868.73 seconds)
Cbc0010I After 12185 nodes, 1082 on tree, -12 best solution, best possible -16.129681 (9870.56 seconds)
Cbc0010I After 12187 nodes, 1083 on tree, -12 best solution, best possible -16.129672 (9873.13 seconds)
Cbc0010I After 12189 nodes, 1084 on tree, -12 best solution, best possible -16.129655 (9875.23 seconds)
Cbc0010I After 12191 nodes, 1085 on tree, -12 best solution, best possible -16.129487 (9877.72 seconds)
Cbc0010I After 12193 nodes, 1086 on tree, -12 best solution, best possible -16.129459 (9880.15 seconds)
Cbc0010I After 12195 nodes, 1087 on tree, -12 best solution, best possible -16.129441 (9882.33 seconds)
Cbc0010I After 12197 nodes, 1088 on tree, -12 best solution, best possible -16.129421 (9884.64 seconds)
Cbc0010I After 12199 nodes, 1089 on tree, -12 best solution, best possible -16.129379 (9887.55 seconds)
Cbc0010I After 12201 nodes, 1090 on tree, -12 best solution, best possible -16.129266 (9889.71 seconds)
Cbc0010I After 12203 nodes, 1091 on tree, -12 best solution, best possible -16.129264 (9893.04 seconds)
Cbc0010I After 12205 nodes, 1092 on tree, -12 best solution, best possible -16.128979 (9895.98 seconds)
Cbc0010I After 12207 nodes, 1093 on tree, -12 best solution, best possible -16.128903 (9897.87 seconds)
Cbc0010I After 12209 nodes, 1094 on tree, -12 best solution, best possible -16.128879 (9899.94 seconds)
Cbc0010I After 12211 nodes, 1095 on tree, -12 best solution, best possible -16.12864 (9903.24 seconds)
Cbc0010I After 12212 nodes, 1096 on tree, -12 best solution, best possible -16.12864 (9904.02 seconds)
Cbc0010I After 12213 nodes, 1096 on tree, -12 best solution, best possible -16.12857 (9905.95 seconds)
Cbc0010I After 12215 nodes, 1097 on tree, -12 best solution, best possible -16.128439 (9908.99 seconds)
Cbc0010I After 12216 nodes, 1098 on tree, -12 best solution, best possible -16.128439 (9909.97 seconds)
Cbc0010I After 12217 nodes, 1097 on tree, -12 best solution, best possible -16.128328 (9912.15 seconds)
Cbc0010I After 12219 nodes, 1098 on tree, -12 best solution, best possible -16.12809 (9914.99 seconds)
Cbc0010I After 12221 nodes, 1099 on tree, -12 best solution, best possible -16.128079 (9917.29 seconds)
Cbc0010I After 12223 nodes, 1100 on tree, -12 best solution, best possible -16.128048 (9919.90 seconds)
Cbc0010I After 12225 nodes, 1101 on tree, -12 best solution, best possible -16.128028 (9922.80 seconds)
Cbc0010I After 12226 nodes, 1102 on tree, -12 best solution, best possible -16.128028 (9923.56 seconds)
Cbc0010I After 12227 nodes, 1102 on tree, -12 best solution, best possible -16.127692 (9925.70 seconds)
Cbc0010I After 12229 nodes, 1103 on tree, -12 best solution, best possible -16.127672 (9928.86 seconds)
Cbc0010I After 12231 nodes, 1104 on tree, -12 best solution, best possible -16.127616 (9930.98 seconds)
Cbc0010I After 12233 nodes, 1105 on tree, -12 best solution, best possible -16.127601 (9933.11 seconds)
Cbc0010I After 12235 nodes, 1106 on tree, -12 best solution, best possible -16.127561 (9936.11 seconds)
Cbc0010I After 12237 nodes, 1107 on tree, -12 best solution, best possible -16.127519 (9940.50 seconds)
Cbc0010I After 12239 nodes, 1108 on tree, -12 best solution, best possible -16.12711 (9942.64 seconds)
Cbc0010I After 12241 nodes, 1109 on tree, -12 best solution, best possible -16.127069 (9945.33 seconds)
Cbc0010I After 12243 nodes, 1110 on tree, -12 best solution, best possible -16.127038 (9947.41 seconds)
Cbc0010I After 12245 nodes, 1111 on tree, -12 best solution, best possible -16.126871 (9949.64 seconds)
Cbc0010I After 12247 nodes, 1112 on tree, -12 best solution, best possible -16.126725 (9952.71 seconds)
Cbc0010I After 12249 nodes, 1113 on tree, -12 best solution, best possible -16.12636 (9955.84 seconds)
Cbc0010I After 12250 nodes, 1114 on tree, -12 best solution, best possible -16.12636 (9956.58 seconds)
Cbc0010I After 12251 nodes, 1114 on tree, -12 best solution, best possible -16.126354 (9958.98 seconds)
Cbc0010I After 12253 nodes, 1115 on tree, -12 best solution, best possible -16.126353 (9962.15 seconds)
Cbc0010I After 12255 nodes, 1116 on tree, -12 best solution, best possible -16.126263 (9965.36 seconds)
Cbc0010I After 12257 nodes, 1117 on tree, -12 best solution, best possible -16.126239 (9967.74 seconds)
Cbc0010I After 12259 nodes, 1118 on tree, -12 best solution, best possible -16.126132 (9970.88 seconds)
Cbc0010I After 12261 nodes, 1119 on tree, -12 best solution, best possible -16.126101 (9973.95 seconds)
Cbc0010I After 12263 nodes, 1120 on tree, -12 best solution, best possible -16.126082 (9976.20 seconds)
Cbc0010I After 12265 nodes, 1121 on tree, -12 best solution, best possible -16.125854 (9979.18 seconds)
Cbc0010I After 12267 nodes, 1122 on tree, -12 best solution, best possible -16.125846 (9981.02 seconds)
Cbc0010I After 12269 nodes, 1123 on tree, -12 best solution, best possible -16.125695 (9983.08 seconds)
Cbc0010I After 12271 nodes, 1124 on tree, -12 best solution, best possible -16.125653 (9985.75 seconds)
Cbc0010I After 12273 nodes, 1125 on tree, -12 best solution, best possible -16.125584 (9988.12 seconds)
Cbc0010I After 12275 nodes, 1126 on tree, -12 best solution, best possible -16.125514 (9990.89 seconds)
Cbc0010I After 12276 nodes, 1127 on tree, -12 best solution, best possible -16.125514 (9991.62 seconds)
Cbc0010I After 12277 nodes, 1127 on tree, -12 best solution, best possible -16.125508 (9993.64 seconds)
Cbc0010I After 12279 nodes, 1128 on tree, -12 best solution, best possible -16.125448 (9996.59 seconds)
Cbc0010I After 12281 nodes, 1129 on tree, -12 best solution, best possible -16.125419 (9999.99 seconds)
Cbc0010I After 12282 nodes, 1130 on tree, -12 best solution, best possible -16.125419 (10000.71 seconds)
Cbc0010I After 12283 nodes, 1130 on tree, -12 best solution, best possible -16.125376 (10004.25 seconds)
Cbc0010I After 12285 nodes, 1131 on tree, -12 best solution, best possible -16.125269 (10006.97 seconds)
Cbc0010I After 12287 nodes, 1132 on tree, -12 best solution, best possible -16.12526 (10009.93 seconds)
Cbc0010I After 12289 nodes, 1133 on tree, -12 best solution, best possible -16.125176 (10012.28 seconds)
Cbc0010I After 12291 nodes, 1134 on tree, -12 best solution, best possible -16.125079 (10015.40 seconds)
Cbc0010I After 12292 nodes, 1135 on tree, -12 best solution, best possible -16.125079 (10016.25 seconds)
Cbc0010I After 12293 nodes, 1135 on tree, -12 best solution, best possible -16.125039 (10019.29 seconds)
Cbc0010I After 12295 nodes, 1136 on tree, -12 best solution, best possible -16.124742 (10021.25 seconds)
Cbc0010I After 12297 nodes, 1137 on tree, -12 best solution, best possible -16.124632 (10023.77 seconds)
Cbc0010I After 12299 nodes, 1138 on tree, -12 best solution, best possible -16.124601 (10026.25 seconds)
Cbc0010I After 12301 nodes, 1139 on tree, -12 best solution, best possible -16.124519 (10028.63 seconds)
Cbc0010I After 12303 nodes, 1140 on tree, -12 best solution, best possible -16.124467 (10030.70 seconds)
Cbc0010I After 12305 nodes, 1141 on tree, -12 best solution, best possible -16.124439 (10033.52 seconds)
Cbc0010I After 12307 nodes, 1142 on tree, -12 best solution, best possible -16.124411 (10036.28 seconds)
Cbc0010I After 12309 nodes, 1143 on tree, -12 best solution, best possible -16.12437 (10038.38 seconds)
Cbc0010I After 12311 nodes, 1144 on tree, -12 best solution, best possible -16.124272 (10041.15 seconds)
Cbc0010I After 12312 nodes, 1145 on tree, -12 best solution, best possible -16.124272 (10041.97 seconds)
Cbc0010I After 12313 nodes, 1145 on tree, -12 best solution, best possible -16.124208 (10044.35 seconds)
Cbc0010I After 12315 nodes, 1146 on tree, -12 best solution, best possible -16.124123 (10047.06 seconds)
Cbc0010I After 12317 nodes, 1147 on tree, -12 best solution, best possible -16.124101 (10050.03 seconds)
Cbc0010I After 12319 nodes, 1148 on tree, -12 best solution, best possible -16.123924 (10052.61 seconds)
Cbc0010I After 12321 nodes, 1149 on tree, -12 best solution, best possible -16.123796 (10055.85 seconds)
Cbc0010I After 12323 nodes, 1150 on tree, -12 best solution, best possible -16.123743 (10059.03 seconds)
Cbc0010I After 12324 nodes, 1151 on tree, -12 best solution, best possible -16.123743 (10059.93 seconds)
Cbc0010I After 12325 nodes, 1151 on tree, -12 best solution, best possible -16.123722 (10061.99 seconds)
Cbc0010I After 12326 nodes, 1152 on tree, -12 best solution, best possible -16.123722 (10062.77 seconds)
Cbc0010I After 12327 nodes, 1152 on tree, -12 best solution, best possible -16.123499 (10066.41 seconds)
Cbc0010I After 12329 nodes, 1153 on tree, -12 best solution, best possible -16.123337 (10069.04 seconds)
Cbc0010I After 12331 nodes, 1154 on tree, -12 best solution, best possible -16.123321 (10071.33 seconds)
Cbc0010I After 12333 nodes, 1155 on tree, -12 best solution, best possible -16.123115 (10073.29 seconds)
Cbc0010I After 12335 nodes, 1156 on tree, -12 best solution, best possible -16.12273 (10075.70 seconds)
Cbc0010I After 12337 nodes, 1157 on tree, -12 best solution, best possible -16.12271 (10078.18 seconds)
Cbc0010I After 12339 nodes, 1158 on tree, -12 best solution, best possible -16.12256 (10080.16 seconds)
Cbc0010I After 12341 nodes, 1159 on tree, -12 best solution, best possible -16.122428 (10083.01 seconds)
Cbc0010I After 12343 nodes, 1160 on tree, -12 best solution, best possible -16.122381 (10085.32 seconds)
Cbc0010I After 12345 nodes, 1161 on tree, -12 best solution, best possible -16.122306 (10088.10 seconds)
Cbc0010I After 12347 nodes, 1162 on tree, -12 best solution, best possible -16.1223 (10090.19 seconds)
Cbc0010I After 12349 nodes, 1163 on tree, -12 best solution, best possible -16.122233 (10093.20 seconds)
Cbc0010I After 12350 nodes, 1164 on tree, -12 best solution, best possible -16.122233 (10093.95 seconds)
Cbc0010I After 12351 nodes, 1164 on tree, -12 best solution, best possible -16.122127 (10095.51 seconds)
Cbc0010I After 12352 nodes, 1165 on tree, -12 best solution, best possible -16.122127 (10096.32 seconds)
Cbc0010I After 12353 nodes, 1165 on tree, -12 best solution, best possible -16.121993 (10098.24 seconds)
Cbc0010I After 12355 nodes, 1166 on tree, -12 best solution, best possible -16.121948 (10101.76 seconds)
Cbc0010I After 12356 nodes, 1167 on tree, -12 best solution, best possible -16.121948 (10102.46 seconds)
Cbc0010I After 12357 nodes, 1167 on tree, -12 best solution, best possible -16.121905 (10104.60 seconds)
Cbc0010I After 12359 nodes, 1168 on tree, -12 best solution, best possible -16.121857 (10106.65 seconds)
Cbc0010I After 12361 nodes, 1169 on tree, -12 best solution, best possible -16.121667 (10108.80 seconds)
Cbc0010I After 12363 nodes, 1170 on tree, -12 best solution, best possible -16.121663 (10111.63 seconds)
Cbc0010I After 12365 nodes, 1171 on tree, -12 best solution, best possible -16.121396 (10113.60 seconds)
Cbc0010I After 12367 nodes, 1172 on tree, -12 best solution, best possible -16.121299 (10116.54 seconds)
Cbc0010I After 12369 nodes, 1173 on tree, -12 best solution, best possible -16.121279 (10119.12 seconds)
Cbc0010I After 12371 nodes, 1174 on tree, -12 best solution, best possible -16.121032 (10121.62 seconds)
Cbc0010I After 12373 nodes, 1175 on tree, -12 best solution, best possible -16.121013 (10124.63 seconds)
Cbc0010I After 12375 nodes, 1176 on tree, -12 best solution, best possible -16.120801 (10127.25 seconds)
Cbc0010I After 12377 nodes, 1177 on tree, -12 best solution, best possible -16.120758 (10129.26 seconds)
Cbc0010I After 12379 nodes, 1178 on tree, -12 best solution, best possible -16.12072 (10131.27 seconds)
Cbc0010I After 12381 nodes, 1179 on tree, -12 best solution, best possible -16.120706 (10133.39 seconds)
Cbc0010I After 12383 nodes, 1180 on tree, -12 best solution, best possible -16.120663 (10136.22 seconds)
Cbc0010I After 12385 nodes, 1181 on tree, -12 best solution, best possible -16.120567 (10138.43 seconds)
Cbc0010I After 12387 nodes, 1182 on tree, -12 best solution, best possible -16.120555 (10140.61 seconds)
Cbc0010I After 12389 nodes, 1183 on tree, -12 best solution, best possible -16.120553 (10142.44 seconds)
Cbc0010I After 12391 nodes, 1184 on tree, -12 best solution, best possible -16.120475 (10144.93 seconds)
Cbc0010I After 12393 nodes, 1185 on tree, -12 best solution, best possible -16.12046 (10147.17 seconds)
Cbc0010I After 12395 nodes, 1186 on tree, -12 best solution, best possible -16.120245 (10149.90 seconds)
Cbc0010I After 12397 nodes, 1187 on tree, -12 best solution, best possible -16.120041 (10153.07 seconds)
Cbc0010I After 12399 nodes, 1188 on tree, -12 best solution, best possible -16.119991 (10155.45 seconds)
Cbc0010I After 12400 nodes, 1189 on tree, -12 best solution, best possible -16.119991 (10156.47 seconds)
Cbc0010I After 12401 nodes, 1188 on tree, -12 best solution, best possible -16.119948 (10157.70 seconds)
Cbc0010I After 12403 nodes, 1189 on tree, -12 best solution, best possible -16.119834 (10160.65 seconds)
Cbc0010I After 12405 nodes, 1190 on tree, -12 best solution, best possible -16.119792 (10164.23 seconds)
Cbc0010I After 12407 nodes, 1191 on tree, -12 best solution, best possible -16.119646 (10166.46 seconds)
Cbc0010I After 12409 nodes, 1192 on tree, -12 best solution, best possible -16.119529 (10169.34 seconds)
Cbc0010I After 12411 nodes, 1193 on tree, -12 best solution, best possible -16.119511 (10171.76 seconds)
Cbc0010I After 12413 nodes, 1194 on tree, -12 best solution, best possible -16.119504 (10174.89 seconds)
Cbc0010I After 12415 nodes, 1195 on tree, -12 best solution, best possible -16.11946 (10177.30 seconds)
Cbc0010I After 12417 nodes, 1196 on tree, -12 best solution, best possible -16.119446 (10180.08 seconds)
Cbc0010I After 12419 nodes, 1197 on tree, -12 best solution, best possible -16.119421 (10182.29 seconds)
Cbc0010I After 12421 nodes, 1198 on tree, -12 best solution, best possible -16.119227 (10184.66 seconds)
Cbc0010I After 12423 nodes, 1199 on tree, -12 best solution, best possible -16.119187 (10187.08 seconds)
Cbc0010I After 12425 nodes, 1200 on tree, -12 best solution, best possible -16.119184 (10189.73 seconds)
Cbc0010I After 12427 nodes, 1201 on tree, -12 best solution, best possible -16.119143 (10191.99 seconds)
Cbc0010I After 12429 nodes, 1202 on tree, -12 best solution, best possible -16.119116 (10194.77 seconds)
Cbc0010I After 12431 nodes, 1203 on tree, -12 best solution, best possible -16.118889 (10196.66 seconds)
Cbc0010I After 12433 nodes, 1204 on tree, -12 best solution, best possible -16.118743 (10198.64 seconds)
Cbc0010I After 12435 nodes, 1205 on tree, -12 best solution, best possible -16.118702 (10200.75 seconds)
Cbc0010I After 12437 nodes, 1206 on tree, -12 best solution, best possible -16.118524 (10204.37 seconds)
Cbc0010I After 12439 nodes, 1207 on tree, -12 best solution, best possible -16.118383 (10207.37 seconds)
Cbc0010I After 12441 nodes, 1208 on tree, -12 best solution, best possible -16.118289 (10210.21 seconds)
Cbc0010I After 12443 nodes, 1209 on tree, -12 best solution, best possible -16.118136 (10213.33 seconds)
Cbc0010I After 12445 nodes, 1210 on tree, -12 best solution, best possible -16.118056 (10215.72 seconds)
Cbc0010I After 12447 nodes, 1211 on tree, -12 best solution, best possible -16.118017 (10217.66 seconds)
Cbc0010I After 12449 nodes, 1212 on tree, -12 best solution, best possible -16.117921 (10220.27 seconds)
Cbc0010I After 12451 nodes, 1213 on tree, -12 best solution, best possible -16.117913 (10222.64 seconds)
Cbc0010I After 12453 nodes, 1214 on tree, -12 best solution, best possible -16.117898 (10224.80 seconds)
Cbc0010I After 12454 nodes, 1215 on tree, -12 best solution, best possible -16.117898 (10225.57 seconds)
Cbc0010I After 12455 nodes, 1215 on tree, -12 best solution, best possible -16.117767 (10228.42 seconds)
Cbc0010I After 12457 nodes, 1216 on tree, -12 best solution, best possible -16.117738 (10231.68 seconds)
Cbc0010I After 12459 nodes, 1217 on tree, -12 best solution, best possible -16.117563 (10234.80 seconds)
Cbc0010I After 12461 nodes, 1218 on tree, -12 best solution, best possible -16.117417 (10237.81 seconds)
Cbc0010I After 12463 nodes, 1219 on tree, -12 best solution, best possible -16.117375 (10239.96 seconds)
Cbc0010I After 12465 nodes, 1220 on tree, -12 best solution, best possible -16.117263 (10242.40 seconds)
