Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/liu.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/liu.txt -quit (default strategy 1)
At line 1 NAME           liu
At line 2 ROWS
At line 2182 COLUMNS
At line 7600 RHS
At line 8690 BOUNDS
At line 9780 ENDATA
Problem liu has 2178 rows, 1156 columns and 10626 elements
Coin0008I liu read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 346 - 0.13959 seconds
Cgl0004I processed model has 2178 rows, 1154 columns (1087 integer (1087 of which binary)) and 10626 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.041%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 371 integers unsatisfied sum - 6.88631
Cbc0038I Pass   1: suminf.    0.00000 (0) obj. 4720 iterations 421
Cbc0038I Solution found of 4720
Cbc0038I Relaxing continuous gives 4720
Cbc0038I Before mini branch and bound, 716 integers at bound fixed and 34 continuous
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 666 rows 203 columns
Cbc0038I Mini branch and bound improved solution from 4720 to 4292 (1.86 seconds)
Cbc0038I Freeing continuous variables gives a solution of 4292
Cbc0038I Round again with cutoff of 3897.4
Cbc0038I Pass   2: suminf.    0.09795 (8) obj. 3897.4 iterations 9
Cbc0038I Pass   3: suminf.    0.02746 (3) obj. 3897.4 iterations 24
Cbc0038I Pass   4: suminf.    0.00412 (2) obj. 3897.4 iterations 9
Cbc0038I Pass   5: suminf.    0.01007 (2) obj. 3897.4 iterations 2
Cbc0038I Pass   6: suminf.    5.65254 (226) obj. 3897.4 iterations 642
Cbc0038I Pass   7: suminf.    4.72565 (202) obj. 3897.4 iterations 83
Cbc0038I Pass   8: suminf.    4.28459 (186) obj. 3897.4 iterations 90
Cbc0038I Pass   9: suminf.    3.24101 (155) obj. 3897.4 iterations 93
Cbc0038I Pass  10: suminf.    2.78709 (125) obj. 3897.4 iterations 121
Cbc0038I Pass  11: suminf.    2.09216 (78) obj. 3897.4 iterations 132
Cbc0038I Pass  12: suminf.    1.85163 (66) obj. 3897.4 iterations 65
Cbc0038I Pass  13: suminf.    1.74708 (65) obj. 3897.4 iterations 120
Cbc0038I Pass  14: suminf.    1.70683 (41) obj. 3897.4 iterations 95
Cbc0038I Pass  15: suminf.    1.78042 (57) obj. 3897.4 iterations 98
Cbc0038I Pass  16: suminf.    1.16933 (32) obj. 3897.4 iterations 98
Cbc0038I Pass  17: suminf.    1.65492 (58) obj. 3897.4 iterations 82
Cbc0038I Pass  18: suminf.    1.13813 (25) obj. 3897.4 iterations 95
Cbc0038I Pass  19: suminf.    1.39819 (44) obj. 3897.4 iterations 79
Cbc0038I Pass  20: suminf.    1.11979 (28) obj. 3897.4 iterations 79
Cbc0038I Pass  21: suminf.    0.97023 (32) obj. 3897.4 iterations 70
Cbc0038I Pass  22: suminf.    1.01095 (25) obj. 3897.4 iterations 62
Cbc0038I Pass  23: suminf.    1.03477 (27) obj. 3897.4 iterations 47
Cbc0038I Pass  24: suminf.    0.86068 (19) obj. 3897.4 iterations 53
Cbc0038I Pass  25: suminf.    0.68373 (21) obj. 3897.4 iterations 46
Cbc0038I Pass  26: suminf.    1.02953 (25) obj. 3897.4 iterations 60
Cbc0038I Pass  27: suminf.    0.72493 (17) obj. 3897.4 iterations 47
Cbc0038I Pass  28: suminf.    0.74137 (14) obj. 3897.4 iterations 36
Cbc0038I Pass  29: suminf.    0.62181 (11) obj. 3897.4 iterations 34
Cbc0038I Pass  30: suminf.    0.71469 (14) obj. 3897.4 iterations 29
Cbc0038I Pass  31: suminf.    0.61396 (15) obj. 3897.4 iterations 37
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 445 integers at bound fixed and 0 continuous
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 2178 rows 709 columns - 6 fixed gives 2178, 703 - still too large
Cbc0038I Mini branch and bound did not improve solution (2.52 seconds)
Cbc0038I After 2.52 seconds - Feasibility pump exiting with objective of 4292 - took 1.31 seconds
Cbc0012I Integer solution of 4292 found by feasibility pump after 0 iterations and 0 nodes (2.53 seconds)
Cbc0038I Full problem 2178 rows 1154 columns, reduced to 2178 rows 438 columns - 5 fixed gives 2178, 433 - still too large
Cbc0031I 311 added rows had average density of 5.8938907
Cbc0013I At root node, 311 cuts changed objective from 346 to 560 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 445 row cuts average 5.1 elements, 0 column cuts (231 active)  in 0.049 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 437 row cuts average 8.0 elements, 0 column cuts (0 active)  in 0.384 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.021 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.043 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 793 row cuts average 3.5 elements, 0 column cuts (0 active)  in 0.124 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.055 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 626 row cuts average 5.2 elements, 0 column cuts (0 active)  in 0.433 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 4292 best solution, best possible 560 (6.20 seconds)
Cbc0010I After 183328 nodes, 21446 on tree, 1590 best solution, best possible 560 (7217.72 seconds)
Cbc0010I After 183362 nodes, 21442 on tree, 1590 best solution, best possible 560 (7218.44 seconds)
Cbc0010I After 183397 nodes, 21444 on tree, 1590 best solution, best possible 560 (7219.16 seconds)
Cbc0010I After 183431 nodes, 21441 on tree, 1590 best solution, best possible 560 (7219.87 seconds)
Cbc0010I After 183464 nodes, 21444 on tree, 1590 best solution, best possible 560 (7220.61 seconds)
Cbc0010I After 183505 nodes, 21442 on tree, 1590 best solution, best possible 560 (7221.32 seconds)
Cbc0010I After 183539 nodes, 21441 on tree, 1590 best solution, best possible 560 (7222.03 seconds)
Cbc0010I After 183568 nodes, 21444 on tree, 1590 best solution, best possible 560 (7222.74 seconds)
Cbc0010I After 183607 nodes, 21441 on tree, 1590 best solution, best possible 560 (7223.47 seconds)
Cbc0010I After 183643 nodes, 21440 on tree, 1590 best solution, best possible 560 (7224.17 seconds)
Cbc0010I After 183673 nodes, 21441 on tree, 1590 best solution, best possible 560 (7224.89 seconds)
Cbc0010I After 183710 nodes, 21445 on tree, 1590 best solution, best possible 560 (7225.59 seconds)
Cbc0010I After 183737 nodes, 21440 on tree, 1590 best solution, best possible 560 (7226.32 seconds)
Cbc0010I After 183767 nodes, 21438 on tree, 1590 best solution, best possible 560 (7227.03 seconds)
Cbc0010I After 183793 nodes, 21441 on tree, 1590 best solution, best possible 560 (7227.74 seconds)
Cbc0010I After 183820 nodes, 21443 on tree, 1590 best solution, best possible 560 (7228.44 seconds)
Cbc0010I After 183847 nodes, 21440 on tree, 1590 best solution, best possible 560 (7229.16 seconds)
Cbc0010I After 183873 nodes, 21440 on tree, 1590 best solution, best possible 560 (7229.88 seconds)
Cbc0010I After 183903 nodes, 21442 on tree, 1590 best solution, best possible 560 (7230.59 seconds)
Cbc0010I After 183937 nodes, 21439 on tree, 1590 best solution, best possible 560 (7231.32 seconds)
Cbc0010I After 183971 nodes, 21441 on tree, 1590 best solution, best possible 560 (7232.02 seconds)
Cbc0010I After 183999 nodes, 21439 on tree, 1590 best solution, best possible 560 (7232.74 seconds)
Cbc0010I After 184030 nodes, 21434 on tree, 1590 best solution, best possible 560 (7233.46 seconds)
Cbc0010I After 184064 nodes, 21436 on tree, 1590 best solution, best possible 560 (7234.19 seconds)
Cbc0010I After 184101 nodes, 21441 on tree, 1590 best solution, best possible 560 (7234.91 seconds)
Cbc0010I After 184136 nodes, 21442 on tree, 1590 best solution, best possible 560 (7235.62 seconds)
Cbc0010I After 184174 nodes, 21440 on tree, 1590 best solution, best possible 560 (7236.32 seconds)
Cbc0010I After 184211 nodes, 21439 on tree, 1590 best solution, best possible 560 (7237.06 seconds)
Cbc0010I After 184243 nodes, 21441 on tree, 1590 best solution, best possible 560 (7237.78 seconds)
Cbc0010I After 184281 nodes, 21443 on tree, 1590 best solution, best possible 560 (7238.52 seconds)
Cbc0010I After 184319 nodes, 21439 on tree, 1590 best solution, best possible 560 (7239.23 seconds)
Cbc0010I After 184352 nodes, 21441 on tree, 1590 best solution, best possible 560 (7239.93 seconds)
Cbc0010I After 184387 nodes, 21437 on tree, 1590 best solution, best possible 560 (7240.64 seconds)
Cbc0010I After 184422 nodes, 21442 on tree, 1590 best solution, best possible 560 (7241.34 seconds)
Cbc0010I After 184459 nodes, 21443 on tree, 1590 best solution, best possible 560 (7242.05 seconds)
Cbc0010I After 184493 nodes, 21442 on tree, 1590 best solution, best possible 560 (7242.76 seconds)
Cbc0010I After 184532 nodes, 21440 on tree, 1590 best solution, best possible 560 (7243.47 seconds)
Cbc0010I After 184570 nodes, 21434 on tree, 1590 best solution, best possible 560 (7244.20 seconds)
Cbc0010I After 184606 nodes, 21438 on tree, 1590 best solution, best possible 560 (7244.91 seconds)
Cbc0010I After 184638 nodes, 21445 on tree, 1590 best solution, best possible 560 (7245.62 seconds)
Cbc0010I After 184675 nodes, 21441 on tree, 1590 best solution, best possible 560 (7246.32 seconds)
Cbc0010I After 184704 nodes, 21441 on tree, 1590 best solution, best possible 560 (7247.03 seconds)
Cbc0010I After 184735 nodes, 21443 on tree, 1590 best solution, best possible 560 (7247.76 seconds)
Cbc0010I After 184764 nodes, 21444 on tree, 1590 best solution, best possible 560 (7248.47 seconds)
Cbc0010I After 184791 nodes, 21446 on tree, 1590 best solution, best possible 560 (7249.18 seconds)
Cbc0010I After 184824 nodes, 21444 on tree, 1590 best solution, best possible 560 (7249.88 seconds)
Cbc0010I After 184856 nodes, 21440 on tree, 1590 best solution, best possible 560 (7250.59 seconds)
Cbc0010I After 184892 nodes, 21437 on tree, 1590 best solution, best possible 560 (7251.31 seconds)
Cbc0010I After 184925 nodes, 21441 on tree, 1590 best solution, best possible 560 (7252.01 seconds)
Cbc0010I After 184957 nodes, 21436 on tree, 1590 best solution, best possible 560 (7252.73 seconds)
Cbc0010I After 184988 nodes, 21443 on tree, 1590 best solution, best possible 560 (7253.44 seconds)
Cbc0010I After 185015 nodes, 21443 on tree, 1590 best solution, best possible 560 (7254.18 seconds)
Cbc0010I After 185047 nodes, 21444 on tree, 1590 best solution, best possible 560 (7254.89 seconds)
Cbc0010I After 185074 nodes, 21442 on tree, 1590 best solution, best possible 560 (7255.63 seconds)
Cbc0010I After 185102 nodes, 21441 on tree, 1590 best solution, best possible 560 (7256.34 seconds)
Cbc0010I After 185133 nodes, 21443 on tree, 1590 best solution, best possible 560 (7257.07 seconds)
Cbc0010I After 185165 nodes, 21438 on tree, 1590 best solution, best possible 560 (7257.77 seconds)
Cbc0010I After 185197 nodes, 21446 on tree, 1590 best solution, best possible 560 (7258.49 seconds)
Cbc0010I After 185226 nodes, 21442 on tree, 1590 best solution, best possible 560 (7259.19 seconds)
Cbc0010I After 185254 nodes, 21437 on tree, 1590 best solution, best possible 560 (7259.91 seconds)
Cbc0010I After 185279 nodes, 21444 on tree, 1590 best solution, best possible 560 (7260.61 seconds)
Cbc0010I After 185311 nodes, 21443 on tree, 1590 best solution, best possible 560 (7261.34 seconds)
Cbc0010I After 185339 nodes, 21443 on tree, 1590 best solution, best possible 560 (7262.07 seconds)
Cbc0010I After 185363 nodes, 21443 on tree, 1590 best solution, best possible 560 (7262.79 seconds)
Cbc0010I After 185397 nodes, 21440 on tree, 1590 best solution, best possible 560 (7263.50 seconds)
Cbc0010I After 185428 nodes, 21440 on tree, 1590 best solution, best possible 560 (7264.22 seconds)
Cbc0010I After 185460 nodes, 21447 on tree, 1590 best solution, best possible 560 (7264.94 seconds)
Cbc0010I After 185494 nodes, 21446 on tree, 1590 best solution, best possible 560 (7265.65 seconds)
Cbc0010I After 185530 nodes, 21441 on tree, 1590 best solution, best possible 560 (7266.37 seconds)
Cbc0010I After 185564 nodes, 21443 on tree, 1590 best solution, best possible 560 (7267.07 seconds)
Cbc0010I After 185597 nodes, 21439 on tree, 1590 best solution, best possible 560 (7267.79 seconds)
Cbc0010I After 185627 nodes, 21440 on tree, 1590 best solution, best possible 560 (7268.50 seconds)
Cbc0010I After 185656 nodes, 21440 on tree, 1590 best solution, best possible 560 (7269.21 seconds)
Cbc0010I After 185685 nodes, 21436 on tree, 1590 best solution, best possible 560 (7269.93 seconds)
Cbc0010I After 185720 nodes, 21440 on tree, 1590 best solution, best possible 560 (7270.66 seconds)
Cbc0010I After 185753 nodes, 21443 on tree, 1590 best solution, best possible 560 (7271.38 seconds)
Cbc0010I After 185786 nodes, 21442 on tree, 1590 best solution, best possible 560 (7272.09 seconds)
Cbc0010I After 185812 nodes, 21442 on tree, 1590 best solution, best possible 560 (7272.83 seconds)
Cbc0010I After 185846 nodes, 21440 on tree, 1590 best solution, best possible 560 (7273.54 seconds)
Cbc0010I After 185877 nodes, 21437 on tree, 1590 best solution, best possible 560 (7274.24 seconds)
Cbc0010I After 185911 nodes, 21440 on tree, 1590 best solution, best possible 560 (7274.95 seconds)
Cbc0010I After 185945 nodes, 21436 on tree, 1590 best solution, best possible 560 (7275.67 seconds)
Cbc0010I After 185976 nodes, 21441 on tree, 1590 best solution, best possible 560 (7276.38 seconds)
Cbc0010I After 186015 nodes, 21441 on tree, 1590 best solution, best possible 560 (7277.10 seconds)
Cbc0010I After 186049 nodes, 21439 on tree, 1590 best solution, best possible 560 (7277.82 seconds)
Cbc0010I After 186083 nodes, 21435 on tree, 1590 best solution, best possible 560 (7278.53 seconds)
Cbc0010I After 186111 nodes, 21440 on tree, 1590 best solution, best possible 560 (7279.23 seconds)
Cbc0010I After 186142 nodes, 21442 on tree, 1590 best solution, best possible 560 (7279.94 seconds)
Cbc0010I After 186175 nodes, 21441 on tree, 1590 best solution, best possible 560 (7280.66 seconds)
Cbc0010I After 186203 nodes, 21442 on tree, 1590 best solution, best possible 560 (7281.37 seconds)
Cbc0010I After 186235 nodes, 21438 on tree, 1590 best solution, best possible 560 (7282.09 seconds)
Cbc0010I After 186266 nodes, 21437 on tree, 1590 best solution, best possible 560 (7282.81 seconds)
Cbc0010I After 186298 nodes, 21439 on tree, 1590 best solution, best possible 560 (7283.53 seconds)
Cbc0010I After 186330 nodes, 21440 on tree, 1590 best solution, best possible 560 (7284.23 seconds)
Cbc0010I After 186361 nodes, 21438 on tree, 1590 best solution, best possible 560 (7284.98 seconds)
Cbc0010I After 186398 nodes, 21441 on tree, 1590 best solution, best possible 560 (7285.69 seconds)
Cbc0010I After 186435 nodes, 21441 on tree, 1590 best solution, best possible 560 (7286.42 seconds)
Cbc0010I After 186466 nodes, 21439 on tree, 1590 best solution, best possible 560 (7287.14 seconds)
Cbc0010I After 186496 nodes, 21442 on tree, 1590 best solution, best possible 560 (7287.88 seconds)
Cbc0010I After 186526 nodes, 21435 on tree, 1590 best solution, best possible 560 (7288.59 seconds)
Cbc0010I After 186558 nodes, 21440 on tree, 1590 best solution, best possible 560 (7289.33 seconds)
Cbc0010I After 186593 nodes, 21442 on tree, 1590 best solution, best possible 560 (7290.06 seconds)
Cbc0010I After 186627 nodes, 21443 on tree, 1590 best solution, best possible 560 (7290.78 seconds)
Cbc0010I After 186661 nodes, 21442 on tree, 1590 best solution, best possible 560 (7291.49 seconds)
Cbc0010I After 186695 nodes, 21437 on tree, 1590 best solution, best possible 560 (7292.20 seconds)
Cbc0010I After 186736 nodes, 21443 on tree, 1590 best solution, best possible 560 (7292.90 seconds)
Cbc0010I After 186775 nodes, 21441 on tree, 1590 best solution, best possible 560 (7293.62 seconds)
Cbc0010I After 186812 nodes, 21439 on tree, 1590 best solution, best possible 560 (7294.33 seconds)
Cbc0010I After 186849 nodes, 21443 on tree, 1590 best solution, best possible 560 (7295.05 seconds)
Cbc0010I After 186883 nodes, 21437 on tree, 1590 best solution, best possible 560 (7295.78 seconds)
Cbc0010I After 186915 nodes, 21439 on tree, 1590 best solution, best possible 560 (7296.50 seconds)
Cbc0010I After 186945 nodes, 21437 on tree, 1590 best solution, best possible 560 (7297.21 seconds)
Cbc0010I After 186977 nodes, 21439 on tree, 1590 best solution, best possible 560 (7297.93 seconds)
Cbc0010I After 187008 nodes, 21440 on tree, 1590 best solution, best possible 560 (7298.66 seconds)
Cbc0010I After 187038 nodes, 21440 on tree, 1590 best solution, best possible 560 (7299.39 seconds)
Cbc0010I After 187068 nodes, 21440 on tree, 1590 best solution, best possible 560 (7300.11 seconds)
Cbc0010I After 187104 nodes, 21440 on tree, 1590 best solution, best possible 560 (7300.82 seconds)
Cbc0010I After 187133 nodes, 21442 on tree, 1590 best solution, best possible 560 (7301.53 seconds)
Cbc0010I After 187174 nodes, 21438 on tree, 1590 best solution, best possible 560 (7302.26 seconds)
Cbc0010I After 187206 nodes, 21436 on tree, 1590 best solution, best possible 560 (7303.00 seconds)
Cbc0010I After 187238 nodes, 21438 on tree, 1590 best solution, best possible 560 (7303.71 seconds)
Cbc0010I After 187269 nodes, 21440 on tree, 1590 best solution, best possible 560 (7304.43 seconds)
Cbc0010I After 187311 nodes, 21437 on tree, 1590 best solution, best possible 560 (7305.15 seconds)
Cbc0010I After 187346 nodes, 21438 on tree, 1590 best solution, best possible 560 (7305.88 seconds)
Cbc0010I After 187379 nodes, 21439 on tree, 1590 best solution, best possible 560 (7306.59 seconds)
Cbc0010I After 187412 nodes, 21442 on tree, 1590 best solution, best possible 560 (7307.31 seconds)
Cbc0010I After 187444 nodes, 21444 on tree, 1590 best solution, best possible 560 (7308.04 seconds)
Cbc0010I After 187480 nodes, 21438 on tree, 1590 best solution, best possible 560 (7308.77 seconds)
Cbc0010I After 187516 nodes, 21438 on tree, 1590 best solution, best possible 560 (7309.48 seconds)
Cbc0010I After 187551 nodes, 21437 on tree, 1590 best solution, best possible 560 (7310.20 seconds)
Cbc0010I After 187583 nodes, 21440 on tree, 1590 best solution, best possible 560 (7310.90 seconds)
Cbc0010I After 187613 nodes, 21438 on tree, 1590 best solution, best possible 560 (7311.62 seconds)
Cbc0010I After 187648 nodes, 21448 on tree, 1590 best solution, best possible 560 (7312.32 seconds)
Cbc0010I After 187680 nodes, 21445 on tree, 1590 best solution, best possible 560 (7313.03 seconds)
Cbc0010I After 187710 nodes, 21443 on tree, 1590 best solution, best possible 560 (7313.75 seconds)
Cbc0010I After 187739 nodes, 21446 on tree, 1590 best solution, best possible 560 (7314.46 seconds)
Cbc0010I After 187770 nodes, 21443 on tree, 1590 best solution, best possible 560 (7315.17 seconds)
Cbc0010I After 187800 nodes, 21443 on tree, 1590 best solution, best possible 560 (7315.90 seconds)
Cbc0010I After 187831 nodes, 21444 on tree, 1590 best solution, best possible 560 (7316.60 seconds)
Cbc0010I After 187871 nodes, 21446 on tree, 1590 best solution, best possible 560 (7317.32 seconds)
Cbc0010I After 187905 nodes, 21447 on tree, 1590 best solution, best possible 560 (7318.03 seconds)
Cbc0010I After 187935 nodes, 21444 on tree, 1590 best solution, best possible 560 (7318.74 seconds)
Cbc0010I After 187978 nodes, 21447 on tree, 1590 best solution, best possible 560 (7319.45 seconds)
Cbc0010I After 188007 nodes, 21444 on tree, 1590 best solution, best possible 560 (7320.16 seconds)
Cbc0010I After 188037 nodes, 21444 on tree, 1590 best solution, best possible 560 (7320.89 seconds)
Cbc0010I After 188068 nodes, 21443 on tree, 1590 best solution, best possible 560 (7321.60 seconds)
Cbc0010I After 188102 nodes, 21442 on tree, 1590 best solution, best possible 560 (7322.30 seconds)
Cbc0010I After 188133 nodes, 21442 on tree, 1590 best solution, best possible 560 (7323.03 seconds)
Cbc0010I After 188175 nodes, 21444 on tree, 1590 best solution, best possible 560 (7323.75 seconds)
Cbc0010I After 188207 nodes, 21442 on tree, 1590 best solution, best possible 560 (7324.45 seconds)
Cbc0010I After 188239 nodes, 21440 on tree, 1590 best solution, best possible 560 (7325.16 seconds)
Cbc0010I After 188270 nodes, 21445 on tree, 1590 best solution, best possible 560 (7325.87 seconds)
Cbc0010I After 188311 nodes, 21445 on tree, 1590 best solution, best possible 560 (7326.58 seconds)
Cbc0010I After 188350 nodes, 21440 on tree, 1590 best solution, best possible 560 (7327.30 seconds)
Cbc0010I After 188384 nodes, 21442 on tree, 1590 best solution, best possible 560 (7328.00 seconds)
Cbc0010I After 188417 nodes, 21442 on tree, 1590 best solution, best possible 560 (7328.71 seconds)
Cbc0010I After 188454 nodes, 21442 on tree, 1590 best solution, best possible 560 (7329.41 seconds)
Cbc0010I After 188490 nodes, 21437 on tree, 1590 best solution, best possible 560 (7330.12 seconds)
Cbc0010I After 188522 nodes, 21442 on tree, 1590 best solution, best possible 560 (7330.85 seconds)
Cbc0010I After 188552 nodes, 21436 on tree, 1590 best solution, best possible 560 (7331.56 seconds)
Cbc0010I After 188585 nodes, 21443 on tree, 1590 best solution, best possible 560 (7332.28 seconds)
Cbc0010I After 188617 nodes, 21437 on tree, 1590 best solution, best possible 560 (7332.98 seconds)
Cbc0010I After 188646 nodes, 21437 on tree, 1590 best solution, best possible 560 (7333.69 seconds)
Cbc0010I After 188683 nodes, 21438 on tree, 1590 best solution, best possible 560 (7334.41 seconds)
Cbc0010I After 188710 nodes, 21439 on tree, 1590 best solution, best possible 560 (7335.11 seconds)
Cbc0010I After 188739 nodes, 21439 on tree, 1590 best solution, best possible 560 (7335.81 seconds)
Cbc0010I After 188768 nodes, 21433 on tree, 1590 best solution, best possible 560 (7336.53 seconds)
Cbc0010I After 188801 nodes, 21435 on tree, 1590 best solution, best possible 560 (7337.25 seconds)
Cbc0010I After 188827 nodes, 21440 on tree, 1590 best solution, best possible 560 (7337.95 seconds)
Cbc0010I After 188853 nodes, 21441 on tree, 1590 best solution, best possible 560 (7338.66 seconds)
Cbc0010I After 188881 nodes, 21440 on tree, 1590 best solution, best possible 560 (7339.37 seconds)
Cbc0010I After 188904 nodes, 21437 on tree, 1590 best solution, best possible 560 (7340.08 seconds)
Cbc0010I After 188929 nodes, 21439 on tree, 1590 best solution, best possible 560 (7340.83 seconds)
Cbc0010I After 188953 nodes, 21440 on tree, 1590 best solution, best possible 560 (7341.54 seconds)
Cbc0010I After 188983 nodes, 21438 on tree, 1590 best solution, best possible 560 (7342.24 seconds)
Cbc0010I After 189014 nodes, 21437 on tree, 1590 best solution, best possible 560 (7342.95 seconds)
Cbc0010I After 189042 nodes, 21438 on tree, 1590 best solution, best possible 560 (7343.65 seconds)
Cbc0010I After 189073 nodes, 21438 on tree, 1590 best solution, best possible 560 (7344.37 seconds)
Cbc0010I After 189105 nodes, 21440 on tree, 1590 best solution, best possible 560 (7345.08 seconds)
Cbc0010I After 189137 nodes, 21439 on tree, 1590 best solution, best possible 560 (7345.82 seconds)
Cbc0010I After 189169 nodes, 21435 on tree, 1590 best solution, best possible 560 (7346.54 seconds)
Cbc0010I After 189199 nodes, 21440 on tree, 1590 best solution, best possible 560 (7347.26 seconds)
Cbc0010I After 189232 nodes, 21439 on tree, 1590 best solution, best possible 560 (7347.97 seconds)
Cbc0010I After 189260 nodes, 21437 on tree, 1590 best solution, best possible 560 (7348.69 seconds)
Cbc0010I After 189291 nodes, 21441 on tree, 1590 best solution, best possible 560 (7349.42 seconds)
Cbc0010I After 189318 nodes, 21441 on tree, 1590 best solution, best possible 560 (7350.13 seconds)
Cbc0010I After 189353 nodes, 21439 on tree, 1590 best solution, best possible 560 (7350.86 seconds)
Cbc0010I After 189388 nodes, 21438 on tree, 1590 best solution, best possible 560 (7351.59 seconds)
Cbc0010I After 189415 nodes, 21435 on tree, 1590 best solution, best possible 560 (7352.31 seconds)
Cbc0010I After 189443 nodes, 21439 on tree, 1590 best solution, best possible 560 (7353.04 seconds)
Cbc0010I After 189476 nodes, 21435 on tree, 1590 best solution, best possible 560 (7353.75 seconds)
Cbc0010I After 189506 nodes, 21436 on tree, 1590 best solution, best possible 560 (7354.49 seconds)
Cbc0010I After 189542 nodes, 21434 on tree, 1590 best solution, best possible 560 (7355.20 seconds)
Cbc0010I After 189573 nodes, 21437 on tree, 1590 best solution, best possible 560 (7355.92 seconds)
Cbc0010I After 189609 nodes, 21437 on tree, 1590 best solution, best possible 560 (7356.66 seconds)
Cbc0010I After 189639 nodes, 21433 on tree, 1590 best solution, best possible 560 (7357.36 seconds)
Cbc0010I After 189669 nodes, 21439 on tree, 1590 best solution, best possible 560 (7358.09 seconds)
Cbc0010I After 189700 nodes, 21438 on tree, 1590 best solution, best possible 560 (7358.80 seconds)
Cbc0010I After 189732 nodes, 21434 on tree, 1590 best solution, best possible 560 (7359.52 seconds)
Cbc0010I After 189764 nodes, 21436 on tree, 1590 best solution, best possible 560 (7360.24 seconds)
Cbc0010I After 189801 nodes, 21433 on tree, 1590 best solution, best possible 560 (7360.96 seconds)
Cbc0010I After 189827 nodes, 21433 on tree, 1590 best solution, best possible 560 (7361.67 seconds)
Cbc0010I After 189859 nodes, 21435 on tree, 1590 best solution, best possible 560 (7362.39 seconds)
Cbc0010I After 189893 nodes, 21432 on tree, 1590 best solution, best possible 560 (7363.11 seconds)
Cbc0010I After 189924 nodes, 21437 on tree, 1590 best solution, best possible 560 (7363.84 seconds)
Cbc0010I After 189945 nodes, 21443 on tree, 1590 best solution, best possible 560 (7364.56 seconds)
Cbc0010I After 189976 nodes, 21441 on tree, 1590 best solution, best possible 560 (7365.26 seconds)
Cbc0010I After 190012 nodes, 21441 on tree, 1590 best solution, best possible 560 (7365.99 seconds)
Cbc0010I After 190045 nodes, 21440 on tree, 1590 best solution, best possible 560 (7366.71 seconds)
Cbc0010I After 190081 nodes, 21438 on tree, 1590 best solution, best possible 560 (7367.44 seconds)
Cbc0010I After 190111 nodes, 21439 on tree, 1590 best solution, best possible 560 (7368.15 seconds)
Cbc0010I After 190142 nodes, 21444 on tree, 1590 best solution, best possible 560 (7368.86 seconds)
Cbc0010I After 190174 nodes, 21443 on tree, 1590 best solution, best possible 560 (7369.57 seconds)
Cbc0010I After 190204 nodes, 21440 on tree, 1590 best solution, best possible 560 (7370.30 seconds)
Cbc0010I After 190240 nodes, 21439 on tree, 1590 best solution, best possible 560 (7371.01 seconds)
Cbc0010I After 190272 nodes, 21434 on tree, 1590 best solution, best possible 560 (7371.74 seconds)
Cbc0010I After 190314 nodes, 21438 on tree, 1590 best solution, best possible 560 (7372.46 seconds)
Cbc0010I After 190347 nodes, 21439 on tree, 1590 best solution, best possible 560 (7373.18 seconds)
Cbc0010I After 190375 nodes, 21440 on tree, 1590 best solution, best possible 560 (7373.90 seconds)
Cbc0010I After 190406 nodes, 21436 on tree, 1590 best solution, best possible 560 (7374.61 seconds)
Cbc0010I After 190436 nodes, 21435 on tree, 1590 best solution, best possible 560 (7375.35 seconds)
Cbc0010I After 190474 nodes, 21438 on tree, 1590 best solution, best possible 560 (7376.05 seconds)
Cbc0010I After 190504 nodes, 21443 on tree, 1590 best solution, best possible 560 (7376.77 seconds)
Cbc0010I After 190533 nodes, 21440 on tree, 1590 best solution, best possible 560 (7377.49 seconds)
